27450168,22150080,163877409
49912439,163877409,23702397
104871512,163877409,494696880
219855843,24490384,23702397
217984518,41511637,130176159
25844958,18721502,23702397
40961474,10876852,17652777
41554056,14372486,23654341
24391888,368898559,16202733
37838964,14227046,40164390
40164390,14227046,37838964
518304539,445348992,8051992
368898559,24391888,16202733
191793302,285708672,10418002
7768572,16827173,37461389
233582757,31812497,11268812
19946977,50393960,19029137
14618151,177310174,14208982
38303040,13613292,19802879
161445523,49089235,11268812
35432131,3829151,27475761
127625661,407259902,75829996
281765007,44312605,63135128
165498547,44473103,196429355
463410501,193076197,48108211
137117427,310687757,39689218
199968381,487780606,141328914,125817383,109055199,297589557
140259026,537025728,141328914,125817383,121494775,324127970
241562164,141328914,109055199,125817383,487780606,194798404
332531469,324127970,487780606,109055199,49398288,388041590
491474287,109055199,260440205,487780606,272587778,419086466
220086346,183067025,18079390,14040522,17136795,115254953
160635386,155968712,155356948,24608151,175086230,23407409
212679793,20506424,193126850,15712812,27685955,155968712
85394373,140509682,17907917,25299445,240362823,155968712
29484542,17907917,25299445,20962569,813286,20506424
63680976,54673963,93126461,281872249,30559094,44465982
15109000,17064511,678953,37730258,62581962,3475
19375849,20182078,28735548,61040299,12319862,43815496
368620525,28735548,96848570,287564504,387928178,271662759
25127164,807095,84358766,33826976,25563580,16493828
415934400,94212959,100328176,232899332,12319862,430505924
106354414,22461427,18131961,22256645,6480682,24804032
188429557,21536880,22256645,105008365,15166316,201972487
288664238,22548403,42455153,43815496,12319862,23678071
164865283,165372857,22742225,12319862,144284168,43815496
45887221,37082371,18648424,168525858,18449036,20646945
372288491,16535953,130590426,43815496,12319862,139403268
144463558,15439395,1344951,11928542,20690398,36969785
54927393,22841103,18900668,15578992,25489250,44100037
73433993,24585498,15259010,17872874,15578992,34260638
756145,26727655,783214,6537492,8033482,24595743
72100259,48745282,69460437,17076888,20926806,10671602
15437688,15181527,18834389,15687962,13455982,1344951
18999830,15361389,21258217,20172983,20812193,46662450
29304837,26257166,17093604,54791458,50004938,15361389
90098789,134206307,135303236,50600062,126418609,21526685
29831007,110840720,6017542,19554706,15846407,24407244
85238983,124818259,22452606,119761719,37053511,15846407
21569149,15846407,89503894,28474662,6017542,52544275
214791922,34572451,16193578,24407244,20609518,125463397
77384798,21681809,129575180,244243477,18735040,48100887
38219161,15086405,287453334,45235402,314734443,10194392
22452606,151971904,85238983,26551796,119761719,28474662
15740776,24407244,19554706,15846407,20609518,124818259
18211545,10194392,74594552,249527815,15086405,105722087
18713552,23135992,19940791,16029780,15769327,15639642
19648476,14544190,13811562,54377889,16847294,17648193
91166087,26839944,100061888,15767403,23135992,71133664
32155333,25465577,109804538,20508219,26515591,35947348
77067574,27049242,17973915,39811574,75541607,25465577
140436892,20108560,82936485,24807616,79797834,24773177
22823970,174533632,38234856,102819523,8824902,66164717
285281033,37344334,15846407,28999283,24014317,20404252
406796155,395605311,382900742,406797280,394151373,395123452
394443363,24014317,22256645,19248106,128637403,20404252
26933200,15846407,128637403,378662439,18278629,3004231
100865228,27195114,116362700,428333,14622632,169686021
266529472,18222378,95515846,420533304,266367426,22940219
508439741,447524263,23151437,17696167,153618334,247854959
19409065,515030126,266367426,266529472,420533304,28211427
397822583,234616792,349145647,374277982,250843430,71091272
31444332,18732790,31443930,31442300,31442863,31443363
554074434,23151437,25521487,17696167,22940219,374277982
343963342,187574989,358370724,255347571,55273586,141433630
31443930,31442300,31444332,31443363,31442863,18732790
55273586,141433630,25521487,255347571,358370724,343963342
515030126,28211427,77888423,17696167,22940219,28706024
33817819,59804598,34068984,25521487,18732790,46423291
481527141,18222378,22940219,66699013,28706024,783214
281153162,534026234,470937613,290097288,34068984,46423291
18764115,77888423,673703,289961730,2704951,15111011
148791188,146197182,15964660,86194532,272681070,673703
19543182,15988710,14669951,2704951,20094138,15976697
197042285,59724733,79797834,38403025,14551276,93906304
19578471,22220733,66666549,19471361,16562715,239981211
22220733,19578471,20768844,19471361,16562715,79797834
94532626,59724733,38718720,38403025,79797834,181523036
106546156,8655082,26291033,44024800,19089252,11811992
82300371,6582782,16161176,72484940,16560905,19262793
27912360,14472183,42681093,17412261,19059478,37888577
104258943,16536180,19218868,70736039,6582782,7764562
19059478,18770088,27912360,17412261,37888577,42681093
51106227,90420314,12611642,23691649,1183041,14696525
184151249,18119683,124005585,310087940,267923399,24057172
17282413,23691649,17225361,17092862,90420314,126061257
123414834,38682272,205399718,65184105,22164419,15846407
41456486,14982315,123071061,7081402,24083901,15666380
292586251,468493202,25399731,104936093,41600293,65184105
468493202,41600293,104936093,65184105,25399731,292586251
104936093,468493202,292586251,25399731,65184105,41600293
16722167,207752295,12611642,77872010,15653423,23354464
385751060,144040563,48485771,164686885,64824726,146155608
92140064,30680870,26281970,15653423,38517589,16567106
156413358,316608386,22784458,299451056,348093124,522753402
198274007,215855464,81978740,227064424,58368604,158560798
109356584,61450361,23626899,68440549,26000428,22867317
31431702,22520839,38346612,40174551,865381,65086149
204240412,90420314,16475929,37006975,19487991,115060775
15968371,12925072,17663756,15847889,13058232,15978226
16430297,458301088,1183041,18393773,15439395,552121630
41522028,203309516,397022871,26037881,15075834,15165677
206868969,118108910,393582785,15944329,19755459,15075834
17456346,26373755,130894825,18548880,15281911,36735522
18025973,14413908,290921816,16036058,26037881,54991079
14905612,19725644,14483347,74594552,14483262,19621110
25311576,44541197,39031159,21834118,23335969,19518360
264026301,86457461,20609518,90970994,271213508,16303106
17878976,39031159,90970994,243354711,93750788,271213508
23506649,16212685,56705653,17028405,162749920,245771566
402994210,125365331,145288760,168881305,18253799,25107962
243768472,402994210,273147135,99811494,25107962,125365331
218133168,311053794,433715649,133206222,253167456,27855118
85715011,191583432,65956803,56091704,17919972,15489348
25574206,14075928,3004231,336116660,25521487,16303106
62303072,16303106,62581962,14075928,20536157,15227791
346018154,23160364,101223853,156321694,36756314,127382161
539659105,465754282,498440463,20419760,389017367,422268021
19655372,17338082,20536157,18767244,382267114,14117843
289459291,22665024,319459265,25521487,76545864,22976125
227486711,25521487,389017367,97225858,18089608,62107272
96902689,17220817,96847881,115485051,90420314,10810102
242524882,18393773,90420314,96847881,7670202,15524379
451991650,73963715,136103238,309366491,49489028,33423401
64273381,14230524,133056237,21447363,209169572,18851479
29477388,14911702,17104585,18393773,16212685,5162861
19031610,21895253,52832085,16079245,77155969,13104722
12154872,3096071,25106800,18715024,18653265,39552519
34338314,15681129,195934431,38394030,14619878,17882822
481389441,26599573,58561993,2803191,15880163,47465882
14763734,2803191,816653,74594552,16312576,2890961
46457141,2803191,36984408,26599573,17221819,17221819
38018809,14622632,482419601,19426551,21945208,29723393
25451979,18699923,45040038,24977474,30406287,22510648
25082055,22747276,14622632,116362700,22562425,16801904
404492769,17076049,15394633,68004725,4080761,125847900
16322738,22027186,115485051,22461427,7861312,1183041
23911853,14257226,216825105,77351627,30184735,63485337
288612984,456760820,250971782,115485051,25521487,246821468
36245630,47354577,1344951,2890961,7144422,36903731
27171880,61040299,61033129,171792810,61040833,174307074
52843094,11928542,14662955,24585498,63485337,15222083
142145802,100342757,77888423,105654296,185795665,42818387
100342757,42818387,142145802,77888423,105654296,185795665
42818387,100342757,185795665,105654296,142145802,77888423
14935350,27822864,90672134,26269143,14464369,27217974
244175368,108668217,175334594,239355096,53144764,22949812
344746085,24921741,17085179,16420152,17365695,17866209
6026342,15717449,27951956,21008297,20265542,18741363
30515152,57660382,2520921,22977989,22230126,21843378
782622,22275457,147596311,97540798,17508106,24172480
57660382,2520921,25249814,93658791,21843378,30515152
16115892,13869742,240492000,107877686,54298937,22074782
14185424,19512493,22946999,5388852,819284,14378113
24862758,351564837,227468469,116773749,277997152,329048731
125500164,116994659,27726303,18994661,107225267,15492359
525785424,107225267,415601652,90169053,17997789,108669948
34324846,74697858,15862891,46342393,23602600,28567809
470127779,270412208,82853372,204370454,155690477,34960648
74705029,25594518,26445140,32349535,66934511,61353269
149339448,43152482,30263313,75922852,35094637,81830722
24750850,30836874,25373841,61353269,74705029,25594518
17267346,41783801,22401772,16548256,115523535,50665193
18144857,20624458,18257770,16548256,87066267,15740604
200140757,70020707,92683461,85862321,62185201,97740839
41783801,115523535,50665193,17267346,176519106,8131122
36513246,18208354,41352761,3004231,19562228,18948541
246117481,52551600,17503591,3004231,286328448,419105704
492114725,441105493,19562228,286328448,52551600,3004231
145336612,19562228,286328448,3004231,52551600,441105493
18117266,6273762,55109529,286328448,22168877,60744074
555371617,253417096,3004231,52551600,286328448,441105493
528762392,278778939,3004231,286328448,253417096,441105493
22688291,20271926,19908848,24864115,382380425,16830572
84504656,45595041,26304714,69883206,28607437,245220581
16370044,79797834,15087011,2241411,17872613,14178883
27322618,271696842,41238485,69883206,25094850,378703574
348053340,79797834,15087011,18697941,12838532,35205963
494913353,19083161,24229725,59986919,529439047,14245378
101875332,24229725,25697812,76449812,50555558,15439882
16432934,67418441,29236490,15220473,16268937,86265802
44175468,18697941,5708702,16830572,2241411,17050876
29235718,19737094,24229725,19037341,15274119,18697941
214296704,14515799,15731368,28648043,79797834,145745936
22011004,19397785,14515799,24773177,15731368,35205963
78909518,27641795,292539253,414995139,84119894,21311706
60625438,59572333,84119894,78909518,21311706,44697418
435242626,51228353,27108390,406668148,150367583,360999833
9212982,17655023,38341025,14389658,17919972,69188130
63307648,49824572,14389658,15827434,17919972,16186949
49926295,17461978,14718002,190863352,16003643,40071926
130743758,44332345,130795546,129296804,17461978,245526988
154315019,138444747,104107967,43139414,2557521,135292084
17055277,14681605,972651,62581962,13809612,15485441
264252668,21536473,194537179,18666844,15847812,160445588
55253744,68526677,55010030,54435680,20346469,55033682
58063682,20595637,66231406,68771300,30203860,23228600
547511649,17759701,16097743,18776017,47161442,15853668
370222204,300842571,30735580,112911033,143232050,206765836
129748637,39830136,15888142,16621525,7212562,45516101
26364857,16364793,16676450,18240130,205915163,14526865
333453056,15426099,60201129,19549291,20163916,22377718
22091272,6446742,22745779,813286,23559108,21586418
15575388,813286,119317928,64099638,39830136,14622632
192300981,35936474,14622632,15888142,21586418,21586418
17999274,17351972,18610936,19203998,5885732,415859364
25740626,14622632,20163916,60201129,7212562,813286
67236942,16621525,17926257,667563,28166276,39830136
22515759,56217756,22090710,209615459,46219889,153282838
44438642,18927441,3819701,19413393,15670515,22679419
65894396,22515759,95966853,56217756,58712545,22090710
10503302,15670515,19413393,18927441,3819701,7157132
172397253,32144146,69127992,9317502,83955939,99741379
337903926,58898315,229848497,56437941,61302678,155383251
199043892,252668782,62389355,132354608,180354699,157078214
107236697,149578245,19836737,99741379,32144146,83955939
70550988,15150609,37319411,235382801,70114798,54629207
229848497,58898315,158843912,337903926,388652481,108934418
235936941,79339629,88323281,125818438,40981798,9317502
175870866,167795567,19836737,40981798,99741379,104838049
83558926,32453930,188039706,28534252,8984572,74791999
28773441,783214,19784831,428333,16343608,9534522
14685248,2046991,29261954,14712978,17295587,17079326
32517808,20174643,43104516,19725644,33152005,14085070
194279754,19725644,138509803,60919433,16076032,84653539
114893826,11747492,20946945,17790274,17522755,152258604
16889175,128292609,17790274,15810838,13132932,36541636
116296209,62581962,783214,18655567,83883736,11447852
14870340,107563743,15810838,6141832,7621482,19725644
8962482,23975060,5082531,213722368,152258604,14390493
14610224,4816,783214,6141832,4278201,11447852
15403392,327577091,16076032,8548612,14834340,15492359
40429230,77061950,9850632,14432588,17022916,28925243
115791248,22168698,94640583,28350064,77061950,192957427
244107836,45436498,29012235,28925243,5521182,74979757
287580365,321304084,124142999,88173989,375080088,39985029
45436498,29012235,28925243,39985029,96975923,19363331
24391811,77061950,192888231,25680767,16708690,54923609
119695704,28076891,4011381,7395252,144123752,9850632
88173989,287580365,321304084,144123752,375080088,124142999
74979757,21587592,192888231,15439395,101224288,77061950
18033062,16098642,19043237,72402972,15435136,19795386
285060249,310993440,23894637,14946999,75385922,226165839
503822730,90320166,374052936,181794195,9695312,25318456
36382351,55101908,16753392,28012447,15435136,28916466
296790267,322830966,16753392,32977446,15435136,16098642
58708507,19643660,14389212,108352527,17316885,47438401
19445913,383246939,10810102,65643278,216299334,19644592
